frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
14:38:18.086540,"[0.49026936292648315, 0.3649855852127075]","[0.4824552536010742, 0.572617769241333]","[0.4742266833782196, 0.753311276435852]","[0.5015289783477783, 0.09216952323913574]","[0.5334981679916382, 0.1894717812538147]","[0.5033448338508606, 0.2736789584159851]","[0.4353492558002472, 0.3675016462802887]","[0.43843019008636475, 0.5733576416969299]","[0.44797489047050476, 0.7517285943031311]","[0.4059874713420868, 0.0940268337726593]","[0.35455387830734253, 0.20574335753917694]","[0.3980364203453064, 0.29916664958000183]"
14:38:18.153502,"[0.48761022090911865, 0.3679354786872864]","[0.48234114050865173, 0.5734662413597107]","[0.47610533237457275, 0.7531166076660156]","[0.5014405250549316, 0.0948856920003891]","[0.537365734577179, 0.19251589477062225]","[0.5079628229141235, 0.27713271975517273]","[0.4304410517215729, 0.3734292984008789]","[0.43448546528816223, 0.5753277540206909]","[0.4470483660697937, 0.7523937225341797]","[0.40186357498168945, 0.09683843702077866]","[0.35232895612716675, 0.20674119889736176]","[0.3974267244338989, 0.29692506790161133]"
14:38:18.212018,"[0.4846826195716858, 0.36857113242149353]","[0.47975853085517883, 0.5735051035881042]","[0.4835141897201538, 0.7546170949935913]","[0.5013390183448792, 0.09531739354133606]","[0.5394116640090942, 0.19130828976631165]","[0.5079033374786377, 0.2783333957195282]","[0.42809832096099854, 0.37540122866630554]","[0.4334535002708435, 0.5760217905044556]","[0.44695451855659485, 0.7561728358268738]","[0.40040668845176697, 0.09759646654129028]","[0.35209110379219055, 0.206732839345932]","[0.3974294662475586, 0.2924293875694275]"
14:38:18.269226,"[0.4832538366317749, 0.3694312274456024]","[0.47840532660484314, 0.5738968253135681]","[0.4892396032810211, 0.7593095898628235]","[0.5013348460197449, 0.0955251008272171]","[0.5432594418525696, 0.18802683055400848]","[0.507788896560669, 0.2783045470714569]","[0.4264521300792694, 0.37662816047668457]","[0.4333112835884094, 0.5764417052268982]","[0.4458225667476654, 0.7573002576828003]","[0.3993789851665497, 0.0980219841003418]","[0.3521736264228821, 0.2069038599729538]","[0.39755570888519287, 0.28905045986175537]"
14:38:18.364537,"[0.48202458024024963, 0.3693723678588867]","[0.47706907987594604, 0.5737859606742859]","[0.49240824580192566, 0.7683303952217102]","[0.5013391971588135, 0.09564632177352905]","[0.548058807849884, 0.1827850639820099]","[0.5082201361656189, 0.2781884968280792]","[0.425895094871521, 0.3763423562049866]","[0.43352076411247253, 0.5757841467857361]","[0.4456407129764557, 0.7589552998542786]","[0.3997153043746948, 0.09916714578866959]","[0.3566264510154724, 0.20741064846515656]","[0.39780521392822266, 0.2847461402416229]"
14:38:18.422786,"[0.48203375935554504, 0.36933499574661255]","[0.4761323034763336, 0.5740954279899597]","[0.4913986027240753, 0.772570013999939]","[0.5014464855194092, 0.09530128538608551]","[0.5511816143989563, 0.17804251611232758]","[0.508192241191864, 0.27809780836105347]","[0.42645201086997986, 0.37629684805870056]","[0.43358075618743896, 0.5757006406784058]","[0.44536247849464417, 0.7594518661499023]","[0.40203991532325745, 0.09983610361814499]","[0.3652240037918091, 0.20815341174602509]","[0.4002419412136078, 0.28347060084342957]"
14:38:18.482789,"[0.4799812138080597, 0.3693004250526428]","[0.4755312502384186, 0.5740641951560974]","[0.4921553432941437, 0.7759149074554443]","[0.501043975353241, 0.09416733682155609]","[0.5541730523109436, 0.17464430630207062]","[0.5045983791351318, 0.27817586064338684]","[0.4282102584838867, 0.37604236602783203]","[0.4348222613334656, 0.5722239017486572]","[0.4454241693019867, 0.7600818276405334]","[0.40675869584083557, 0.10062596946954727]","[0.3738701641559601, 0.2106400728225708]","[0.4075401723384857, 0.2827267050743103]"
14:38:18.539968,"[0.4779672622680664, 0.3690590560436249]","[0.47362810373306274, 0.574088454246521]","[0.49122190475463867, 0.7768797874450684]","[0.4952910244464874, 0.09197244793176651]","[0.4911614954471588, 0.1752297580242157]","[0.4675181210041046, 0.270321786403656]","[0.4341331720352173, 0.37181898951530457]","[0.44063112139701843, 0.5717742443084717]","[0.4463019371032715, 0.7603321671485901]","[0.41382211446762085, 0.10175123810768127]","[0.4412582218647003, 0.21057283878326416]","[0.4687497317790985, 0.2665078938007355]"
14:38:18.598113,"[0.47848084568977356, 0.36903056502342224]","[0.4749302566051483, 0.5751560926437378]","[0.493627667427063, 0.7773552536964417]","[0.49570247530937195, 0.08760349452495575]","[0.5412099361419678, 0.17388272285461426]","[0.4753653407096863, 0.2735040485858917]","[0.4340909421443939, 0.3717152774333954]","[0.4397328197956085, 0.5724955797195435]","[0.4462892413139343, 0.7593244314193726]","[0.41363525390625, 0.10328073054552078]","[0.406768798828125, 0.21571128070354462]","[0.4579292833805084, 0.27050212025642395]"
14:38:18.656073,"[0.478761225938797, 0.369817316532135]","[0.47570058703422546, 0.5762630701065063]","[0.49419912695884705, 0.7774380445480347]","[0.4959796071052551, 0.08568838983774185]","[0.5501982569694519, 0.17446433007717133]","[0.48144012689590454, 0.2746144235134125]","[0.43273836374282837, 0.37203994393348694]","[0.4386271834373474, 0.5748067498207092]","[0.4499625861644745, 0.7593072652816772]","[0.41267842054367065, 0.10425923019647598]","[0.394281268119812, 0.21866407990455627]","[0.43864762783050537, 0.2629714608192444]"
14:38:18.715129,"[0.4781193137168884, 0.3698633015155792]","[0.4762042164802551, 0.5765475630760193]","[0.4945125877857208, 0.7771035432815552]","[0.49600422382354736, 0.08505301177501678]","[0.5503183007240295, 0.17457978427410126]","[0.4857533574104309, 0.2747410833835602]","[0.42834189534187317, 0.3721610903739929]","[0.4343443214893341, 0.5753632187843323]","[0.45153912901878357, 0.7578784823417664]","[0.41170698404312134, 0.10590112954378128]","[0.38944244384765625, 0.2206237018108368]","[0.4118090569972992, 0.2613993287086487]"
14:38:18.773840,"[0.47365042567253113, 0.37061554193496704]","[0.4736274182796478, 0.5769565105438232]","[0.49398142099380493, 0.7764681577682495]","[0.4908222258090973, 0.0841536819934845]","[0.550220787525177, 0.17495986819267273]","[0.48893260955810547, 0.27478307485580444]","[0.4223884344100952, 0.3721674680709839]","[0.43192145228385925, 0.5754091143608093]","[0.45169132947921753, 0.7563551664352417]","[0.4066413640975952, 0.10964018851518631]","[0.38720938563346863, 0.22294758260250092]","[0.39782312512397766, 0.24970369040966034]"
14:38:18.832995,"[0.46218758821487427, 0.373310923576355]","[0.4561556875705719, 0.5786775350570679]","[0.4937424659729004, 0.7723134756088257]","[0.48362982273101807, 0.08420279622077942]","[0.5430179834365845, 0.17570669949054718]","[0.4862445294857025, 0.27550944685935974]","[0.4147857129573822, 0.37276434898376465]","[0.42685678601264954, 0.5739029049873352]","[0.45149365067481995, 0.7533025741577148]","[0.40081876516342163, 0.11157318949699402]","[0.3862420320510864, 0.2229403853416443]","[0.38860005140304565, 0.24655526876449585]"
