frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
14:37:41.084575,"[0.47849681973457336, 0.38815566897392273]","[0.4639870822429657, 0.5887904167175293]","[0.44955649971961975, 0.7802271842956543]","[0.47937485575675964, 0.10027289390563965]","[0.4741035997867584, 0.2439352571964264]","[0.489137202501297, 0.3601788580417633]","[0.4623730480670929, 0.384716659784317]","[0.4557857811450958, 0.6072585582733154]","[0.4495214521884918, 0.8251626491546631]","[0.44960227608680725, 0.09700888395309448]","[0.4401378035545349, 0.22867795825004578]","[0.46171894669532776, 0.36805856227874756]"
14:37:41.273478,"[0.47862470149993896, 0.3850345313549042]","[0.46458563208580017, 0.5878291726112366]","[0.44956502318382263, 0.7806062698364258]","[0.476986825466156, 0.08225955814123154]","[0.4761190414428711, 0.2418370544910431]","[0.4892953634262085, 0.361456960439682]","[0.46162036061286926, 0.3801850974559784]","[0.45510271191596985, 0.6071483492851257]","[0.44933339953422546, 0.8251311779022217]","[0.44753965735435486, 0.06210890784859657]","[0.4400586187839508, 0.2189239114522934]","[0.4613858461380005, 0.36769554018974304]"
14:37:41.345688,"[0.4805949926376343, 0.38454845547676086]","[0.4650753140449524, 0.5879468321800232]","[0.4494847357273102, 0.7814728617668152]","[0.47632846236228943, 0.07825373113155365]","[0.4769846200942993, 0.23767130076885223]","[0.49232685565948486, 0.3656238913536072]","[0.4615550935268402, 0.38029947876930237]","[0.4542362093925476, 0.6071999669075012]","[0.4491952061653137, 0.8242346048355103]","[0.4463977813720703, 0.05567203089594841]","[0.439963161945343, 0.21195277571678162]","[0.46138402819633484, 0.36759117245674133]"
14:37:41.411876,"[0.48154085874557495, 0.38373568654060364]","[0.46574491262435913, 0.5878701210021973]","[0.4497707486152649, 0.7815326452255249]","[0.47633451223373413, 0.07600021362304688]","[0.4781495928764343, 0.2324083149433136]","[0.49231019616127014, 0.36552610993385315]","[0.46118953824043274, 0.3799736797809601]","[0.4530523717403412, 0.6073724031448364]","[0.44919711351394653, 0.8231480717658997]","[0.4438132643699646, 0.051609911024570465]","[0.4388951361179352, 0.20963451266288757]","[0.4613855481147766, 0.3676999807357788]"
14:37:41.479381,"[0.48178717494010925, 0.3835347890853882]","[0.4654861390590668, 0.5882793068885803]","[0.4498518407344818, 0.7827454209327698]","[0.4759655296802521, 0.07763699442148209]","[0.4797123670578003, 0.23278848826885223]","[0.49250319600105286, 0.3657226860523224]","[0.4611813426017761, 0.3797033429145813]","[0.45198872685432434, 0.6116910576820374]","[0.44919851422309875, 0.8248434662818909]","[0.44233426451683044, 0.0518636554479599]","[0.4381279945373535, 0.20776377618312836]","[0.46157801151275635, 0.3676854074001312]"
14:37:41.539164,"[0.48174017667770386, 0.3839152455329895]","[0.46547383069992065, 0.5878552794456482]","[0.44982776045799255, 0.7816689014434814]","[0.4768003821372986, 0.07830549031496048]","[0.47954171895980835, 0.23375678062438965]","[0.49278298020362854, 0.36571019887924194]","[0.46105873584747314, 0.3797667622566223]","[0.45203742384910583, 0.6100690364837646]","[0.44923287630081177, 0.8225285410881042]","[0.4425097405910492, 0.05491079017519951]","[0.43756431341171265, 0.20875222980976105]","[0.46120768785476685, 0.36581361293792725]"
14:37:41.598524,"[0.4818156659603119, 0.3851405680179596]","[0.46542492508888245, 0.5878820419311523]","[0.4496970772743225, 0.7816480994224548]","[0.47767558693885803, 0.08305801451206207]","[0.4796988070011139, 0.2350015789270401]","[0.4934309720993042, 0.3656328022480011]","[0.46106040477752686, 0.3807578682899475]","[0.4521031379699707, 0.6094388961791992]","[0.4493120312690735, 0.8208059072494507]","[0.4421055018901825, 0.05755867063999176]","[0.4368002116680145, 0.20952655375003815]","[0.4609644114971161, 0.36448562145233154]"
14:37:41.663119,"[0.48178979754447937, 0.3851352632045746]","[0.4655780792236328, 0.5879250764846802]","[0.44968193769454956, 0.7823075652122498]","[0.47773686051368713, 0.08349861204624176]","[0.4797951281070709, 0.23535147309303284]","[0.4933679699897766, 0.3665381669998169]","[0.4610600769519806, 0.380736768245697]","[0.4522712826728821, 0.6088474988937378]","[0.4491601586341858, 0.8207817077636719]","[0.44231942296028137, 0.056399550288915634]","[0.43599817156791687, 0.2085539549589157]","[0.4595538377761841, 0.36354097723960876]"
14:37:41.723304,"[0.4820672571659088, 0.38433289527893066]","[0.46649959683418274, 0.5884832143783569]","[0.45026808977127075, 0.7849316000938416]","[0.47774091362953186, 0.08305268734693527]","[0.48029059171676636, 0.2352483570575714]","[0.4939936399459839, 0.3668869733810425]","[0.46107709407806396, 0.3797347843647003]","[0.4523194432258606, 0.6082804799079895]","[0.4489923417568207, 0.8209250569343567]","[0.4415724575519562, 0.05378885567188263]","[0.4360104501247406, 0.20868314802646637]","[0.4599877595901489, 0.3636839985847473]"
14:37:41.781119,"[0.48157593607902527, 0.38434168696403503]","[0.46686670184135437, 0.5886780023574829]","[0.450282484292984, 0.7851608395576477]","[0.47763946652412415, 0.08313235640525818]","[0.480134516954422, 0.23516590893268585]","[0.4929991364479065, 0.3680649697780609]","[0.4609881639480591, 0.37976595759391785]","[0.4527945816516876, 0.6082594394683838]","[0.44899243116378784, 0.8199024200439453]","[0.44176387786865234, 0.05412766709923744]","[0.43599236011505127, 0.20930084586143494]","[0.4595108926296234, 0.3651260733604431]"
14:37:41.838984,"[0.4817987382411957, 0.3862665295600891]","[0.46828776597976685, 0.5890802145004272]","[0.45028001070022583, 0.7851221561431885]","[0.47779151797294617, 0.08501517027616501]","[0.47807109355926514, 0.2402150183916092]","[0.4903225600719452, 0.37188050150871277]","[0.46114030480384827, 0.3822023570537567]","[0.4548719525337219, 0.608648419380188]","[0.4490583539009094, 0.8199367523193359]","[0.4422662854194641, 0.05559481307864189]","[0.4368040859699249, 0.21741876006126404]","[0.4598945677280426, 0.37114447355270386]"
14:37:41.897629,"[0.48226025700569153, 0.3855811655521393]","[0.4746551513671875, 0.5884064435958862]","[0.4522549510002136, 0.7850856184959412]","[0.47817981243133545, 0.09126240760087967]","[0.4758337438106537, 0.24167455732822418]","[0.48995888233184814, 0.3697023093700409]","[0.46266424655914307, 0.3822033405303955]","[0.46584710478782654, 0.6073839664459229]","[0.44934114813804626, 0.8198391199111938]","[0.4450584053993225, 0.06174498051404953]","[0.440684050321579, 0.21868625283241272]","[0.46840524673461914, 0.36854127049446106]"
14:37:41.956221,"[0.48272842168807983, 0.38044434785842896]","[0.4881666600704193, 0.5825639963150024]","[0.45321324467658997, 0.7850642800331116]","[0.47914838790893555, 0.09289461374282837]","[0.47557443380355835, 0.24117349088191986]","[0.4940929412841797, 0.3550850749015808]","[0.465743750333786, 0.37839117646217346]","[0.48316019773483276, 0.599470317363739]","[0.45107516646385193, 0.8168306946754456]","[0.4475865066051483, 0.06298328936100006]","[0.4441915452480316, 0.21817149221897125]","[0.473730206489563, 0.35376256704330444]"
14:37:42.014934,"[0.48398086428642273, 0.374790757894516]","[0.48573067784309387, 0.5809856653213501]","[0.45566698908805847, 0.7860510349273682]","[0.48007744550704956, 0.08689822256565094]","[0.47719430923461914, 0.23779186606407166]","[0.5016501545906067, 0.34995776414871216]","[0.4720481038093567, 0.3690139353275299]","[0.5150913000106812, 0.577894389629364]","[0.46282193064689636, 0.8011624813079834]","[0.4528251886367798, 0.06182948872447014]","[0.44509878754615784, 0.21296854317188263]","[0.47682321071624756, 0.34884992241859436]"
14:37:42.072985,"[0.4872055649757385, 0.37154167890548706]","[0.4842608571052551, 0.5810194611549377]","[0.4633493721485138, 0.784853994846344]","[0.4883432388305664, 0.08691970258951187]","[0.479256808757782, 0.23780715465545654]","[0.5054581165313721, 0.3513989746570587]","[0.47501498460769653, 0.3648362159729004]","[0.5280952453613281, 0.5640668272972107]","[0.4773697853088379, 0.781338632106781]","[0.4580400586128235, 0.06033918634057045]","[0.44731929898262024, 0.2110016942024231]","[0.48289281129837036, 0.3460961580276489]"
14:37:42.130979,"[0.49440035223960876, 0.37244853377342224]","[0.5439227223396301, 0.5557393431663513]","[0.51051265001297, 0.7778759598731995]","[0.49198517203330994, 0.08585807681083679]","[0.48261624574661255, 0.23523561656475067]","[0.507077157497406, 0.3524475395679474]","[0.47811609506607056, 0.3656180500984192]","[0.522995114326477, 0.5699335932731628]","[0.4732464849948883, 0.7873291969299316]","[0.4630481004714966, 0.059045691043138504]","[0.4501721262931824, 0.20847013592720032]","[0.4839771091938019, 0.3432570695877075]"
14:37:42.189322,"[0.49952971935272217, 0.37503060698509216]","[0.5165983438491821, 0.5764362812042236]","[0.47377142310142517, 0.7902060151100159]","[0.4961009919643402, 0.08359602838754654]","[0.48542600870132446, 0.2321517914533615]","[0.5099546313285828, 0.3532923460006714]","[0.4916282594203949, 0.37160536646842957]","[0.5570367574691772, 0.5542507171630859]","[0.5528399348258972, 0.777658998966217]","[0.4695128798484802, 0.05831023305654526]","[0.4536970257759094, 0.20706194639205933]","[0.49093520641326904, 0.34304484724998474]"
14:37:42.247679,"[0.49971285462379456, 0.3881731927394867]","[0.4954058825969696, 0.5828667879104614]","[0.46037206053733826, 0.7957765460014343]","[0.5003500580787659, 0.08377130329608917]","[0.4874447286128998, 0.23707538843154907]","[0.5098663568496704, 0.3598563075065613]","[0.5039296746253967, 0.38567572832107544]","[0.5676687359809875, 0.5613304972648621]","[0.5788804888725281, 0.7834619283676147]","[0.47801244258880615, 0.059091392904520035]","[0.4634464383125305, 0.2106606811285019]","[0.5019270181655884, 0.3449817895889282]"
14:37:42.305087,"[0.5060818195343018, 0.3868006467819214]","[0.494539737701416, 0.5838990211486816]","[0.45749378204345703, 0.7973208427429199]","[0.5100606679916382, 0.08326634019613266]","[0.49348753690719604, 0.2370942234992981]","[0.5167482495307922, 0.3601435124874115]","[0.5068618059158325, 0.3831750452518463]","[0.568355143070221, 0.5654062628746033]","[0.5869244337081909, 0.7893842458724976]","[0.4864879548549652, 0.059174876660108566]","[0.46774911880493164, 0.2128225713968277]","[0.5069643259048462, 0.3454071581363678]"
14:37:42.363170,"[0.5167757868766785, 0.386572927236557]","[0.4970276951789856, 0.5936398506164551]","[0.4572211802005768, 0.7989587187767029]","[0.525727391242981, 0.08533308655023575]","[0.5100024342536926, 0.2372143268585205]","[0.532545268535614, 0.3590404689311981]","[0.5125073790550232, 0.3829419016838074]","[0.5698736906051636, 0.5706465840339661]","[0.5856364965438843, 0.8094404935836792]","[0.49916309118270874, 0.05959223210811615]","[0.4800014793872833, 0.21344876289367676]","[0.5153533816337585, 0.3466906249523163]"
14:37:42.421414,"[0.5218886733055115, 0.3868427872657776]","[0.5032140612602234, 0.5985181331634521]","[0.4573805630207062, 0.7991682887077332]","[0.531800389289856, 0.08517281711101532]","[0.5128697752952576, 0.23982535302639008]","[0.5390157699584961, 0.36185595393180847]","[0.5208396911621094, 0.38296860456466675]","[0.5750532150268555, 0.5765899419784546]","[0.5832772850990295, 0.8191593289375305]","[0.5149924755096436, 0.062327489256858826]","[0.49360424280166626, 0.21723251044750214]","[0.5278075337409973, 0.3551183044910431]"
