frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
15:08:45.401535,"[0.5304652452468872, 0.23029044270515442]","[0.45251646637916565, 0.2891155481338501]","[0.3761080205440521, 0.27446091175079346]","[0.696777880191803, 0.17961011826992035]","[0.6826841235160828, 0.3453628420829773]","[0.6876533031463623, 0.5171235799789429]","[0.4819944202899933, 0.22130286693572998]","[0.40521690249443054, 0.27158695459365845]","[0.3413820266723633, 0.2693953812122345]","[0.6047962307929993, 0.1709580421447754]","[0.5487887859344482, 0.432325154542923]","[0.5386270880699158, 0.6506081819534302]"
15:08:45.471363,"[0.5264762043952942, 0.2183033525943756]","[0.4418024718761444, 0.26231008768081665]","[0.3704818785190582, 0.2717818319797516]","[0.6973965764045715, 0.1506097912788391]","[0.678409993648529, 0.31721651554107666]","[0.686994731426239, 0.5037765502929688]","[0.4749264419078827, 0.2247978299856186]","[0.402492493391037, 0.271543025970459]","[0.335105299949646, 0.27069681882858276]","[0.6008995771408081, 0.18328829109668732]","[0.5488179922103882, 0.4311007261276245]","[0.5377267003059387, 0.6524710059165955]"
15:08:45.530421,"[0.5237270593643188, 0.21593865752220154]","[0.4389232099056244, 0.2530641257762909]","[0.3693598508834839, 0.26875197887420654]","[0.6980694532394409, 0.1472567468881607]","[0.6781298518180847, 0.31601956486701965]","[0.6868922114372253, 0.5014572143554688]","[0.4703664481639862, 0.2284454107284546]","[0.4018383324146271, 0.2707194983959198]","[0.3346732556819916, 0.2710212767124176]","[0.6000025868415833, 0.18747687339782715]","[0.5487234592437744, 0.434868723154068]","[0.5373183488845825, 0.6548529267311096]"
15:08:45.588475,"[0.5225104689598083, 0.21612069010734558]","[0.43786391615867615, 0.25135576725006104]","[0.3694966733455658, 0.26314228773117065]","[0.6996171474456787, 0.15014752745628357]","[0.6790542006492615, 0.3200097680091858]","[0.6880420446395874, 0.5026661157608032]","[0.4684694707393646, 0.2336854636669159]","[0.39934757351875305, 0.27066993713378906]","[0.33442285656929016, 0.2710035443305969]","[0.6003576517105103, 0.18735842406749725]","[0.5489031672477722, 0.4357866644859314]","[0.5381925702095032, 0.6548259258270264]"
15:08:45.647329,"[0.5219804644584656, 0.21661034226417542]","[0.4377199709415436, 0.25120559334754944]","[0.369608998298645, 0.2636999487876892]","[0.7002303600311279, 0.15162771940231323]","[0.679254949092865, 0.32242175936698914]","[0.6882039904594421, 0.5021901726722717]","[0.46706679463386536, 0.2346387803554535]","[0.39719024300575256, 0.2694605886936188]","[0.33460310101509094, 0.2709980010986328]","[0.5997457504272461, 0.1866474449634552]","[0.5495731830596924, 0.43813878297805786]","[0.5390080213546753, 0.656029999256134]"
15:08:45.705282,"[0.5201855897903442, 0.21377402544021606]","[0.4354475736618042, 0.24756959080696106]","[0.36922118067741394, 0.26313382387161255]","[0.7017001509666443, 0.14951413869857788]","[0.6793644428253174, 0.32332831621170044]","[0.6881940364837646, 0.5050209760665894]","[0.46554034948349, 0.2358936220407486]","[0.3956040143966675, 0.26941654086112976]","[0.33366093039512634, 0.2710723578929901]","[0.5996816158294678, 0.18622338771820068]","[0.5498283505439758, 0.4380744993686676]","[0.5390117168426514, 0.6560476422309875]"
15:08:45.764627,"[0.5183181166648865, 0.21181200444698334]","[0.43452462553977966, 0.2450471967458725]","[0.3692032992839813, 0.26320958137512207]","[0.7018413543701172, 0.14726410806179047]","[0.6794028878211975, 0.32448768615722656]","[0.6883089542388916, 0.5052328109741211]","[0.4639427959918976, 0.23765967786312103]","[0.39420169591903687, 0.26954951882362366]","[0.33319270610809326, 0.2746082544326782]","[0.5997194647789001, 0.20242354273796082]","[0.5504184365272522, 0.43798643350601196]","[0.539228081703186, 0.6560265421867371]"
15:08:45.823302,"[0.5188407897949219, 0.21060936152935028]","[0.4310808777809143, 0.2480406016111374]","[0.3692503869533539, 0.26292118430137634]","[0.7035623788833618, 0.14503027498722076]","[0.6794859170913696, 0.3252638578414917]","[0.6883072257041931, 0.5056968927383423]","[0.4639999270439148, 0.23931613564491272]","[0.3945280611515045, 0.2697473466396332]","[0.33315369486808777, 0.27469298243522644]","[0.6009162068367004, 0.20123742520809174]","[0.5506923198699951, 0.4382037818431854]","[0.5393630266189575, 0.6572692394256592]"
15:08:45.881294,"[0.5187540054321289, 0.21110627055168152]","[0.4258210062980652, 0.24931767582893372]","[0.368049293756485, 0.2630455195903778]","[0.7036224603652954, 0.1445208638906479]","[0.6795486211776733, 0.3259556293487549]","[0.6880503296852112, 0.5059165954589844]","[0.46330341696739197, 0.24012494087219238]","[0.3937453031539917, 0.269920289516449]","[0.33306849002838135, 0.2745848298072815]","[0.6008195877075195, 0.20008431375026703]","[0.5508450269699097, 0.4397858679294586]","[0.5396364331245422, 0.6587502360343933]"
15:08:45.940255,"[0.5181757211685181, 0.20792534947395325]","[0.4257717728614807, 0.25016260147094727]","[0.36760884523391724, 0.26316872239112854]","[0.7037832140922546, 0.14156493544578552]","[0.6796072721481323, 0.3247070610523224]","[0.688001811504364, 0.5060462951660156]","[0.46317872405052185, 0.24011756479740143]","[0.39396244287490845, 0.271918386220932]","[0.33315151929855347, 0.27587878704071045]","[0.5999956130981445, 0.19686974585056305]","[0.5508489608764648, 0.44166016578674316]","[0.5403788685798645, 0.6619415879249573]"
15:08:45.998473,"[0.5183674693107605, 0.20815923810005188]","[0.42748478055000305, 0.24515962600708008]","[0.36776697635650635, 0.26291587948799133]","[0.7044970393180847, 0.14208291471004486]","[0.6785786151885986, 0.3142722249031067]","[0.6880576014518738, 0.5051171183586121]","[0.46325111389160156, 0.24119678139686584]","[0.3941947817802429, 0.27193236351013184]","[0.333731085062027, 0.27570420503616333]","[0.6009484529495239, 0.19455267488956451]","[0.55084228515625, 0.4415431022644043]","[0.5403382778167725, 0.6617881655693054]"
15:08:46.056572,"[0.5185143351554871, 0.20797818899154663]","[0.43025168776512146, 0.24208882451057434]","[0.36907288432121277, 0.2627609670162201]","[0.7046430706977844, 0.1404317021369934]","[0.6772024035453796, 0.30687087774276733]","[0.6881683468818665, 0.5000879168510437]","[0.4633559584617615, 0.24370922148227692]","[0.39435499906539917, 0.2733902931213379]","[0.3342980146408081, 0.27587223052978516]","[0.6036568880081177, 0.20664997398853302]","[0.5503214597702026, 0.4414514899253845]","[0.5403352975845337, 0.6625298261642456]"
15:08:46.115924,"[0.5070618391036987, 0.19932350516319275]","[0.43063509464263916, 0.24089683592319489]","[0.3677113950252533, 0.2628569006919861]","[0.7051774263381958, 0.14069122076034546]","[0.6754885315895081, 0.30126339197158813]","[0.6887126564979553, 0.49684906005859375]","[0.4633580148220062, 0.2493581920862198]","[0.39468058943748474, 0.27529582381248474]","[0.33416783809661865, 0.27903881669044495]","[0.6112233996391296, 0.21854621171951294]","[0.5476976037025452, 0.43578341603279114]","[0.5403807759284973, 0.6616553068161011]"
15:08:46.175871,"[0.5090294480323792, 0.2005549520254135]","[0.42789426445961, 0.24533462524414062]","[0.36528831720352173, 0.26354295015335083]","[0.7051146030426025, 0.14119268953800201]","[0.6755922436714172, 0.30308598279953003]","[0.6903810501098633, 0.4919273555278778]","[0.4664636254310608, 0.2622521221637726]","[0.39781811833381653, 0.27783292531967163]","[0.3353220522403717, 0.27902382612228394]","[0.6185938715934753, 0.227554053068161]","[0.5383711457252502, 0.43546006083488464]","[0.5404678583145142, 0.6615530252456665]"
15:08:46.234014,"[0.5142011046409607, 0.2380547970533371]","[0.42850181460380554, 0.2530686557292938]","[0.36415570974349976, 0.26419970393180847]","[0.7068264484405518, 0.16680902242660522]","[0.6743322610855103, 0.3037944734096527]","[0.6903581023216248, 0.49294212460517883]","[0.4679616391658783, 0.28466716408729553]","[0.39927875995635986, 0.2859402000904083]","[0.33525028824806213, 0.2791099548339844]","[0.6198491454124451, 0.25621551275253296]","[0.527486264705658, 0.43858417868614197]","[0.5404845476150513, 0.6616272926330566]"
15:08:46.292528,"[0.5170329213142395, 0.2530496418476105]","[0.4292065501213074, 0.27175578474998474]","[0.36431217193603516, 0.269909143447876]","[0.7088357210159302, 0.18716847896575928]","[0.668174684047699, 0.28011754155158997]","[0.6932713985443115, 0.441288560628891]","[0.46883925795555115, 0.3003721535205841]","[0.40008920431137085, 0.30014365911483765]","[0.33516228199005127, 0.28193995356559753]","[0.6207084655761719, 0.29250431060791016]","[0.5179827213287354, 0.44778943061828613]","[0.5401471257209778, 0.6621295809745789]"
15:08:46.351227,"[0.5233641862869263, 0.2851504981517792]","[0.42973554134368896, 0.2864311933517456]","[0.36296895146369934, 0.27211570739746094]","[0.7131449580192566, 0.2247520536184311]","[0.6656565070152283, 0.2893203794956207]","[0.6943103075027466, 0.4532444477081299]","[0.47099748253822327, 0.3151473104953766]","[0.4000242352485657, 0.3077768087387085]","[0.33430758118629456, 0.28150683641433716]","[0.6261053085327148, 0.3181391954421997]","[0.5150753259658813, 0.45722320675849915]","[0.539293646812439, 0.6646099090576172]"
15:08:46.409555,"[0.5285433530807495, 0.3051470220088959]","[0.43161541223526, 0.29553619027137756]","[0.3629165291786194, 0.272006630897522]","[0.716170608997345, 0.26557034254074097]","[0.6668257117271423, 0.31844577193260193]","[0.7019423842430115, 0.45681867003440857]","[0.4732910692691803, 0.3373148739337921]","[0.402262806892395, 0.31916022300720215]","[0.33473455905914307, 0.28364434838294983]","[0.6326664686203003, 0.35061463713645935]","[0.5115182995796204, 0.47372671961784363]","[0.5402774214744568, 0.672918438911438]"
15:08:46.468749,"[0.5286914110183716, 0.30032843351364136]","[0.4324036240577698, 0.29887133836746216]","[0.3647134006023407, 0.2718978524208069]","[0.7199522256851196, 0.2866237163543701]","[0.6675768494606018, 0.3301989734172821]","[0.702106237411499, 0.4642735719680786]","[0.4759402871131897, 0.36192038655281067]","[0.4025953412055969, 0.3382716178894043]","[0.33474043011665344, 0.28460556268692017]","[0.6381422281265259, 0.3907417953014374]","[0.5116375088691711, 0.4827626049518585]","[0.540931761264801, 0.6732869148254395]"
