frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
14:38:08.905254,"[0.5164918303489685, 0.37865594029426575]","[0.5193111300468445, 0.589321494102478]","[0.5167995691299438, 0.787628710269928]","[0.5250030159950256, 0.06688222289085388]","[0.5308404564857483, 0.2239224761724472]","[0.5116998553276062, 0.3628702461719513]","[0.4790255129337311, 0.37986671924591064]","[0.469165176153183, 0.5762110948562622]","[0.4912198781967163, 0.7596519589424133]","[0.4775913953781128, 0.09237143397331238]","[0.4938729703426361, 0.24721744656562805]","[0.4779372215270996, 0.3533311188220978]"
14:38:08.973725,"[0.5127720236778259, 0.3800676763057709]","[0.5169613361358643, 0.588596761226654]","[0.5170578360557556, 0.7892395853996277]","[0.5242455005645752, 0.06943105906248093]","[0.5308863520622253, 0.23100708425045013]","[0.5131605267524719, 0.3636069595813751]","[0.4747850298881531, 0.38125431537628174]","[0.4752892255783081, 0.5763246417045593]","[0.49282124638557434, 0.7636901140213013]","[0.4772280156612396, 0.09425779432058334]","[0.4898546040058136, 0.2557878792285919]","[0.47212710976600647, 0.35522380471229553]"
14:38:09.033735,"[0.5097341537475586, 0.3802821636199951]","[0.5154646039009094, 0.5876731872558594]","[0.5181574821472168, 0.7891370058059692]","[0.5234646201133728, 0.07025458663702011]","[0.530739963054657, 0.23085236549377441]","[0.5136743187904358, 0.3625681698322296]","[0.4717150032520294, 0.3812599778175354]","[0.4779508709907532, 0.5763624906539917]","[0.4944097697734833, 0.7635601758956909]","[0.47664472460746765, 0.09487523138523102]","[0.4877663552761078, 0.2553477883338928]","[0.47101810574531555, 0.3552020788192749]"
14:38:09.092955,"[0.507246196269989, 0.38063111901283264]","[0.511869490146637, 0.5839449167251587]","[0.5179059505462646, 0.7891781330108643]","[0.5218063592910767, 0.0717543512582779]","[0.5299033522605896, 0.23004049062728882]","[0.5148825645446777, 0.3561881184577942]","[0.4715721309185028, 0.3816964328289032]","[0.48019880056381226, 0.576102614402771]","[0.49606990814208984, 0.7633804082870483]","[0.47694510221481323, 0.09489195048809052]","[0.4877887964248657, 0.2544247508049011]","[0.47395721077919006, 0.35623323917388916]"
14:38:09.151508,"[0.5062605142593384, 0.3806353509426117]","[0.5099092125892639, 0.5826684832572937]","[0.5164685845375061, 0.7890598177909851]","[0.5200621485710144, 0.07267588376998901]","[0.5290669798851013, 0.22935737669467926]","[0.5148888826370239, 0.35335734486579895]","[0.4716348350048065, 0.3817252814769745]","[0.4808114767074585, 0.5755384564399719]","[0.4968952536582947, 0.7614718675613403]","[0.4769611656665802, 0.09544311463832855]","[0.48687443137168884, 0.2541026175022125]","[0.4740755259990692, 0.3602113127708435]"
14:38:09.209869,"[0.504507303237915, 0.3816255033016205]","[0.5096949338912964, 0.5828303694725037]","[0.5159451365470886, 0.7891053557395935]","[0.519845187664032, 0.07383914291858673]","[0.528143048286438, 0.22918151319026947]","[0.5138142108917236, 0.35384806990623474]","[0.470873087644577, 0.3827933669090271]","[0.4818340539932251, 0.5758030414581299]","[0.49698904156684875, 0.7615272402763367]","[0.47608768939971924, 0.09697689861059189]","[0.48544707894325256, 0.2539592981338501]","[0.46797263622283936, 0.35765159130096436]"
14:38:09.268797,"[0.50361567735672, 0.3816205561161041]","[0.5088976621627808, 0.5826200246810913]","[0.5159236788749695, 0.7889355421066284]","[0.5181949734687805, 0.07644041627645493]","[0.5261925458908081, 0.2297193557024002]","[0.5111686587333679, 0.35378000140190125]","[0.4711131155490875, 0.3830512762069702]","[0.4831051528453827, 0.5764949321746826]","[0.49714145064353943, 0.7619143128395081]","[0.4760983884334564, 0.09790316969156265]","[0.483853280544281, 0.25400403141975403]","[0.46708473563194275, 0.35351836681365967]"
14:38:09.328596,"[0.5018594861030579, 0.38212716579437256]","[0.5090243220329285, 0.5825442671775818]","[0.5157921314239502, 0.7889475226402283]","[0.516715943813324, 0.07680503278970718]","[0.5251504778862, 0.23119913041591644]","[0.5085698962211609, 0.35401681065559387]","[0.4700682461261749, 0.3838864266872406]","[0.48280689120292664, 0.57671719789505]","[0.4970671236515045, 0.7622199654579163]","[0.4751470685005188, 0.09855619072914124]","[0.4842662215232849, 0.2563980519771576]","[0.46788063645362854, 0.35437166690826416]"
14:38:09.386674,"[0.5009559392929077, 0.38318026065826416]","[0.5088365077972412, 0.5822727084159851]","[0.5158578753471375, 0.7888421416282654]","[0.5155645608901978, 0.0773448497056961]","[0.5238627195358276, 0.2354751080274582]","[0.5027940273284912, 0.36298125982284546]","[0.4688488841056824, 0.3849894404411316]","[0.4827302396297455, 0.5768094062805176]","[0.4970347285270691, 0.7631060481071472]","[0.4733200967311859, 0.09973914176225662]","[0.4837627708911896, 0.2599489688873291]","[0.4661180377006531, 0.35761407017707825]"
14:38:09.444358,"[0.49795570969581604, 0.3853451907634735]","[0.507625937461853, 0.5823121070861816]","[0.5156639218330383, 0.7892907857894897]","[0.512070894241333, 0.07888137549161911]","[0.521225094795227, 0.23758567869663239]","[0.5007351040840149, 0.36644622683525085]","[0.46760889887809753, 0.38704821467399597]","[0.482532799243927, 0.5768609046936035]","[0.49709615111351013, 0.765037477016449]","[0.4717901647090912, 0.10161686688661575]","[0.4818078279495239, 0.26298996806144714]","[0.46600812673568726, 0.35896769165992737]"
