frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
14:42:35.344755,"[0.5581899285316467, 0.41181889176368713]","[0.5713103413581848, 0.6234168410301208]","[0.563567578792572, 0.8147957921028137]","[0.5497938394546509, 0.09615775942802429]","[0.5840230584144592, 0.2182803750038147]","[0.5950196385383606, 0.16177886724472046]","[0.5018711090087891, 0.4196035861968994]","[0.4706692099571228, 0.6484103798866272]","[0.44712314009666443, 0.8772481679916382]","[0.4781194031238556, 0.07290506362915039]","[0.4903308153152466, 0.19229701161384583]","[0.5659049153327942, 0.15778598189353943]"
14:42:35.411956,"[0.5585975050926208, 0.4100783169269562]","[0.5708835124969482, 0.6218223571777344]","[0.563713788986206, 0.8149871826171875]","[0.5486698150634766, 0.09554338455200195]","[0.58359694480896, 0.22226807475090027]","[0.5963824391365051, 0.161868616938591]","[0.5027991533279419, 0.4139818251132965]","[0.4708799123764038, 0.6479271650314331]","[0.4490218460559845, 0.8775215148925781]","[0.47855523228645325, 0.06609610468149185]","[0.49028480052948, 0.1927129179239273]","[0.5657628178596497, 0.15793277323246002]"
14:42:35.471322,"[0.5587860345840454, 0.4174225926399231]","[0.5688250660896301, 0.6205081939697266]","[0.5636917948722839, 0.8157590627670288]","[0.5492347478866577, 0.10894443839788437]","[0.5892460346221924, 0.23381870985031128]","[0.5963340997695923, 0.16186991333961487]","[0.5029513835906982, 0.41606926918029785]","[0.47120413184165955, 0.6475772857666016]","[0.44900378584861755, 0.8780789375305176]","[0.4794095456600189, 0.06805670261383057]","[0.49062347412109375, 0.19343958795070648]","[0.5642991662025452, 0.15698011219501495]"
14:42:35.529938,"[0.5589938759803772, 0.4189816415309906]","[0.5673065781593323, 0.6193222403526306]","[0.5636605620384216, 0.8159776329994202]","[0.5495370626449585, 0.11334158480167389]","[0.5903835892677307, 0.23702922463417053]","[0.5962298512458801, 0.16168449819087982]","[0.5034711956977844, 0.4163384437561035]","[0.47121384739875793, 0.6475669741630554]","[0.44897618889808655, 0.8780853152275085]","[0.47968000173568726, 0.06882208585739136]","[0.4906207323074341, 0.1933397799730301]","[0.5625303387641907, 0.15573905408382416]"
14:42:35.588662,"[0.559110701084137, 0.4116477966308594]","[0.5651134252548218, 0.6152968406677246]","[0.5636491775512695, 0.8181840777397156]","[0.5494934320449829, 0.10909879207611084]","[0.589921236038208, 0.2374265342950821]","[0.5960874557495117, 0.16354912519454956]","[0.5039104223251343, 0.4101260006427765]","[0.47184422612190247, 0.6464914679527283]","[0.44878527522087097, 0.8780888915061951]","[0.4791909158229828, 0.06401214003562927]","[0.4902361035346985, 0.19337046146392822]","[0.5594912171363831, 0.15630373358726501]"
14:42:35.648259,"[0.558867335319519, 0.41742634773254395]","[0.5627844333648682, 0.6141527891159058]","[0.5633994340896606, 0.818159818649292]","[0.5492888689041138, 0.122522734105587]","[0.5899288058280945, 0.24245373904705048]","[0.5961126089096069, 0.1616712510585785]","[0.5039343237876892, 0.4144146740436554]","[0.47176632285118103, 0.646494448184967]","[0.4487757384777069, 0.8784465193748474]","[0.4791785478591919, 0.06660634279251099]","[0.49026602506637573, 0.19169031083583832]","[0.558385968208313, 0.1525721251964569]"
14:42:35.708067,"[0.5589882731437683, 0.41865894198417664]","[0.5616453289985657, 0.6135702133178711]","[0.5632509589195251, 0.8180494904518127]","[0.5489450693130493, 0.12249111384153366]","[0.5897359251976013, 0.244941845536232]","[0.5960056781768799, 0.1625964343547821]","[0.5041680932044983, 0.4151671528816223]","[0.47185179591178894, 0.6458501815795898]","[0.44857257604599, 0.8801542520523071]","[0.47879692912101746, 0.06846946477890015]","[0.4902363717556, 0.19102229177951813]","[0.5554517507553101, 0.15133213996887207]"
14:42:35.765034,"[0.5587259531021118, 0.422474205493927]","[0.5605899095535278, 0.6139280796051025]","[0.5632484555244446, 0.8183023929595947]","[0.5488420128822327, 0.13845625519752502]","[0.5906299352645874, 0.24747133255004883]","[0.5958438515663147, 0.16251349449157715]","[0.5038072466850281, 0.41951873898506165]","[0.4718934893608093, 0.6458408236503601]","[0.4485500156879425, 0.8807222843170166]","[0.4784970283508301, 0.07814455032348633]","[0.4900135099887848, 0.1898544430732727]","[0.5552310347557068, 0.14969703555107117]"
14:42:35.824798,"[0.5582981705665588, 0.42215922474861145]","[0.5597253441810608, 0.6140221357345581]","[0.5632143616676331, 0.8184774518013]","[0.5481656789779663, 0.13561148941516876]","[0.5904438495635986, 0.24620932340621948]","[0.5957305431365967, 0.16233013570308685]","[0.5034109950065613, 0.41888394951820374]","[0.4718468487262726, 0.6457316279411316]","[0.4485609233379364, 0.8805713057518005]","[0.4778357148170471, 0.07827945798635483]","[0.4898875653743744, 0.1913181096315384]","[0.5555888414382935, 0.14969594776630402]"
14:42:35.883274,"[0.5580387711524963, 0.4207177758216858]","[0.5596458315849304, 0.6141419410705566]","[0.5631967782974243, 0.8189496994018555]","[0.5474544763565063, 0.1318015158176422]","[0.5899822115898132, 0.24608513712882996]","[0.5955057740211487, 0.16212394833564758]","[0.503326952457428, 0.4170657992362976]","[0.4718420207500458, 0.6455646753311157]","[0.4485839605331421, 0.8806664347648621]","[0.4771905541419983, 0.07630068063735962]","[0.4898788630962372, 0.19230835139751434]","[0.5558700561523438, 0.14968521893024445]"
