frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
16:40:57.731115,"[0.4146963059902191, 0.22072257101535797, 0.1413661390542984]","[0.2652725577354431, 0.3466828465461731, 0.13720737397670746]","[0.10368973761796951, 0.4888918399810791, 0.16626349091529846]","[0.6368542909622192, 0.09848634898662567, 0.2704654037952423]","[0.5606599450111389, 0.2312110960483551, 0.3454965054988861]","[0.5073704719543457, 0.3511769473552704, 0.29023876786231995]","[0.42206430435180664, 0.24217025935649872, -0.1414240151643753]","[0.2666305899620056, 0.3676684498786926, -0.12176091969013214]","[0.09117066860198975, 0.5129462480545044, -0.12649592757225037]","[0.66739422082901, 0.10698637366294861, -0.1877334713935852]","[0.660150945186615, 0.2931058704853058, -0.31762292981147766]","[0.6666051149368286, 0.506401002407074, -0.3183508813381195]"
16:40:57.798117,"[0.4167199432849884, 0.19312968850135803, 0.12611545622348785]","[0.26567432284355164, 0.33792707324028015, 0.11923275142908096]","[0.10499981790781021, 0.4756646156311035, 0.12293072044849396]","[0.636820912361145, 0.05385059118270874, 0.23070305585861206]","[0.5483675599098206, 0.0828133374452591, 0.31232815980911255]","[0.4798906743526459, 0.1741403192281723, 0.33497849106788635]","[0.42718538641929626, 0.24066896736621857, -0.12631145119667053]","[0.26854705810546875, 0.36411261558532715, -0.09268245100975037]","[0.09651534259319305, 0.5121220946311951, -0.1029505580663681]","[0.6701828241348267, 0.10761233419179916, -0.16485585272312164]","[0.6597647070884705, 0.2909216284751892, -0.2926788628101349]","[0.6655969023704529, 0.49691128730773926, -0.3183387815952301]"
16:40:57.859024,"[0.4228985905647278, 0.1969590038061142, 0.12572523951530457]","[0.2683200240135193, 0.3275245428085327, 0.13546234369277954]","[0.1117473840713501, 0.4505797326564789, 0.14289675652980804]","[0.642905592918396, 0.05869653820991516, 0.21665410697460175]","[0.6031020283699036, 0.0755787268280983, 0.3254375755786896]","[0.5861615538597107, 0.14517679810523987, 0.38138458132743835]","[0.4277433454990387, 0.23814508318901062, -0.1258602738380432]","[0.2686590254306793, 0.36104893684387207, -0.11075443774461746]","[0.09700598567724228, 0.5073237419128418, -0.1532054990530014]","[0.6654568910598755, 0.10368340462446213, -0.1613754779100418]","[0.6514412760734558, 0.2735632658004761, -0.2763187289237976]","[0.6654004454612732, 0.4898552894592285, -0.2825387120246887]"
16:40:57.919289,"[0.42668935656547546, 0.19918185472488403, 0.12578418850898743]","[0.26973816752433777, 0.3244045376777649, 0.12411173433065414]","[0.11149439960718155, 0.4508076012134552, 0.11391164362430573]","[0.6455904245376587, 0.05958519130945206, 0.2299407571554184]","[0.6047921776771545, 0.08050625026226044, 0.3763110041618347]","[0.5832634568214417, 0.13735872507095337, 0.43508464097976685]","[0.42951759696006775, 0.23485086858272552, -0.12587472796440125]","[0.27061817049980164, 0.3564246594905853, -0.11729974299669266]","[0.0984460860490799, 0.5044428110122681, -0.17834089696407318]","[0.6651299595832825, 0.10242102295160294, -0.14470578730106354]","[0.6519132256507874, 0.27097994089126587, -0.2733612656593323]","[0.6649972200393677, 0.49096056818962097, -0.28979164361953735]"
16:40:57.978617,"[0.4278741180896759, 0.20003049075603485, 0.12392305582761765]","[0.27048271894454956, 0.32581713795661926, 0.08160702884197235]","[0.1101105585694313, 0.45500606298446655, 0.05891991779208183]","[0.646526038646698, 0.06315944343805313, 0.2647915780544281]","[0.5915263295173645, 0.1067175343632698, 0.3399426341056824]","[0.5410131812095642, 0.17560558021068573, 0.29198020696640015]","[0.4315027892589569, 0.22879403829574585, -0.12397007644176483]","[0.2707519233226776, 0.35636407136917114, -0.11814330518245697]","[0.0980907753109932, 0.5059735178947449, -0.18642473220825195]","[0.665937066078186, 0.10082453489303589, -0.12553951144218445]","[0.6516433954238892, 0.2677646577358246, -0.2456054389476776]","[0.6647154688835144, 0.48701968789100647, -0.26209351420402527]"
16:40:58.037090,"[0.42778274416923523, 0.2005593627691269, 0.1205945760011673]","[0.2688152492046356, 0.3269812762737274, 0.07554595172405243]","[0.1100395992398262, 0.4576581120491028, 0.052641041576862335]","[0.6407468318939209, 0.06220361962914467, 0.27350467443466187]","[0.5551387667655945, 0.1256205439567566, 0.3089614510536194]","[0.4896555244922638, 0.21118448674678802, 0.2562136948108673]","[0.4314027428627014, 0.22809408605098724, -0.12064225971698761]","[0.2706414461135864, 0.3569513261318207, -0.1177028939127922]","[0.09807970374822617, 0.5154510140419006, -0.1740085929632187]","[0.6654806137084961, 0.10015782713890076, -0.09871100634336472]","[0.6510320901870728, 0.2665780782699585, -0.2031051069498062]","[0.6644604206085205, 0.4795662760734558, -0.18737587332725525]"
16:40:58.097416,"[0.42711013555526733, 0.18197257816791534, 0.11989949643611908]","[0.26668742299079895, 0.32681190967559814, 0.06104959174990654]","[0.10614225268363953, 0.4704870879650116, 0.012176000513136387]","[0.6284412741661072, 0.03454161062836647, 0.27575549483299255]","[0.5235198736190796, 0.036515939980745316, 0.3803417980670929]","[0.4771330654621124, 0.13021785020828247, 0.5056350231170654]","[0.4410899579524994, 0.23299308121204376, -0.12007498741149902]","[0.2713870108127594, 0.3571260869503021, -0.11771298944950104]","[0.09798819571733475, 0.5237184166908264, -0.19376906752586365]","[0.6664451360702515, 0.10449812561273575, -0.07430161535739899]","[0.6528612375259399, 0.2800867557525635, -0.2164163589477539]","[0.6644145846366882, 0.4803399443626404, -0.20614634454250336]"
16:40:58.156664,"[0.42337509989738464, 0.17872174084186554, 0.11964508146047592]","[0.26357272267341614, 0.3268875181674957, 0.0748881921172142]","[0.10249454528093338, 0.4806208312511444, 0.044670749455690384]","[0.6229494214057922, 0.031073153018951416, 0.2741292715072632]","[0.5274698138237, 0.05878669023513794, 0.37053635716438293]","[0.47597914934158325, 0.14688993990421295, 0.4455741047859192]","[0.440865159034729, 0.2351803183555603, -0.11985848844051361]","[0.271052747964859, 0.360663503408432, -0.11467098444700241]","[0.09726404398679733, 0.5270538330078125, -0.18185000121593475]","[0.6663690805435181, 0.10494480282068253, -0.09329979866743088]","[0.6529427170753479, 0.2796400487422943, -0.23444660007953644]","[0.6643477082252502, 0.48071402311325073, -0.27211761474609375]"
16:40:58.215581,"[0.42019376158714294, 0.1775524914264679, 0.11958734691143036]","[0.2621611952781677, 0.33065664768218994, 0.08049333095550537]","[0.09863194823265076, 0.49499574303627014, 0.05041270703077316]","[0.61558997631073, 0.02167358621954918, 0.26834651827812195]","[0.5287835001945496, 0.02759205736219883, 0.4077390730381012]","[0.4839891195297241, 0.1260584443807602, 0.5734284520149231]","[0.4412614703178406, 0.24220553040504456, -0.11986047774553299]","[0.27100467681884766, 0.36720362305641174, -0.10437461733818054]","[0.09649262577295303, 0.5312101244926453, -0.17120355367660522]","[0.6662732362747192, 0.10704280436038971, -0.09888003021478653]","[0.657246470451355, 0.2865101993083954, -0.27731719613075256]","[0.6643930077552795, 0.48112449049949646, -0.394306480884552]"
16:40:58.274620,"[0.41643521189689636, 0.17910628020763397, 0.12013089656829834]","[0.26095283031463623, 0.33286595344543457, 0.08116147667169571]","[0.0981091558933258, 0.49602439999580383, 0.055843934416770935]","[0.6134307384490967, 0.02912294864654541, 0.2729394733905792]","[0.5235304236412048, 0.05344057455658913, 0.32827770709991455]","[0.4610610902309418, 0.1384381502866745, 0.3232444226741791]","[0.44068682193756104, 0.24212980270385742, -0.12038889527320862]","[0.27089324593544006, 0.3671637773513794, -0.10595467686653137]","[0.09647396951913834, 0.5309073328971863, -0.16862253844738007]","[0.6662116646766663, 0.10670625418424606, -0.10410929471254349]","[0.6595279574394226, 0.2839672863483429, -0.24676328897476196]","[0.6643779873847961, 0.48129895329475403, -0.30432912707328796]"
