frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
16:32:49.460873,"[0.4917049705982208, 0.44234228134155273, -0.11005980521440506]","[0.496648371219635, 0.6920629143714905, -0.09747952967882156]","[0.5262864828109741, 0.9434475898742676, -0.007939870469272137]","[0.5092405676841736, 0.09315323829650879, -0.2614702582359314]","[0.44600197672843933, 0.06100061163306236, -0.4975525736808777]","[0.3534855246543884, 0.0536440908908844, -0.6379370093345642]","[0.43580153584480286, 0.4454662501811981, 0.10983502119779587]","[0.4295940399169922, 0.6767336130142212, 0.16935643553733826]","[0.4293675124645233, 0.8926914930343628, 0.3051365613937378]","[0.4320449233055115, 0.1254267692565918, 0.08660236746072769]","[0.3621788024902344, 0.1105223000049591, 0.09536322951316833]","[0.29341480135917664, 0.10165920853614807, -0.05315780267119408]"
16:32:49.531483,"[0.4965192973613739, 0.44174832105636597, -0.09551940113306046]","[0.5040421485900879, 0.6965724229812622, -0.1052769124507904]","[0.532858669757843, 0.9434482455253601, -0.037545666098594666]","[0.5199911594390869, 0.0987231656908989, -0.2203938215970993]","[0.4482834041118622, 0.06475968658924103, -0.4434475004673004]","[0.3517177700996399, 0.058498747646808624, -0.5796507000923157]","[0.4399327039718628, 0.4456295967102051, 0.09522633999586105]","[0.431659072637558, 0.6797013878822327, 0.10721758753061295]","[0.42950519919395447, 0.8938281536102295, 0.20382490754127502]","[0.4417867362499237, 0.1311914175748825, 0.08569991588592529]","[0.36534830927848816, 0.10725702345371246, 0.09540124982595444]","[0.29340893030166626, 0.09981534630060196, -0.04717884212732315]"
16:32:49.590580,"[0.5020507574081421, 0.4380071759223938, -0.08963257819414139]","[0.5098856091499329, 0.696636438369751, -0.12500669062137604]","[0.5366858839988708, 0.9433969855308533, -0.0970926284790039]","[0.522561252117157, 0.09870529919862747, -0.20797587931156158]","[0.44823434948921204, 0.06544334441423416, -0.4168614447116852]","[0.3505733907222748, 0.05856962874531746, -0.524310827255249]","[0.4472748637199402, 0.4441295862197876, 0.08938228338956833]","[0.43776845932006836, 0.6793873310089111, 0.13080520927906036]","[0.4293777644634247, 0.893823504447937, 0.24418678879737854]","[0.447795569896698, 0.1386256068944931, 0.08972346037626266]","[0.36819007992744446, 0.11622970551252365, 0.0925656408071518]","[0.29323610663414, 0.10032299906015396, -0.0549112893640995]"
16:32:49.648687,"[0.5055762529373169, 0.43448343873023987, -0.08944259583950043]","[0.5138905644416809, 0.6965603828430176, -0.12059533596038818]","[0.5365868210792542, 0.9434047341346741, -0.07919428497552872]","[0.5257607698440552, 0.0959368646144867, -0.21154886484146118]","[0.4496699273586273, 0.06543315947055817, -0.4210260212421417]","[0.3518942892551422, 0.054567717015743256, -0.536492109298706]","[0.4521098732948303, 0.4401530623435974, 0.08918619155883789]","[0.44352737069129944, 0.6789214611053467, 0.139322429895401]","[0.43763476610183716, 0.8938483595848083, 0.24970072507858276]","[0.45380446314811707, 0.137747123837471, 0.09221003204584122]","[0.3687952756881714, 0.10501296818256378, 0.09255882352590561]","[0.292655885219574, 0.09874004870653152, -0.06009752303361893]"
16:32:49.707651,"[0.5083715319633484, 0.42576298117637634, -0.09047973901033401]","[0.5161157250404358, 0.6935190558433533, -0.12410890311002731]","[0.5367493033409119, 0.9434757232666016, -0.09035327285528183]","[0.5315009355545044, 0.08575678616762161, -0.2125129997730255]","[0.4531427025794983, 0.057229623198509216, -0.419201523065567]","[0.3499031364917755, 0.05214116722345352, -0.5092315077781677]","[0.4520612955093384, 0.43124493956565857, 0.09025796502828598]","[0.44908854365348816, 0.675491452217102, 0.17594002187252045]","[0.44600486755371094, 0.893318235874176, 0.3152632415294647]","[0.4534400701522827, 0.1243290901184082, 0.09235953539609909]","[0.37267428636550903, 0.11365602910518646, 0.010862620547413826]","[0.3292756974697113, 0.09866553544998169, -0.22675539553165436]"
16:32:49.766973,"[0.5096110105514526, 0.42497479915618896, -0.08734456449747086]","[0.5174857378005981, 0.6891028881072998, -0.13708609342575073]","[0.5371654033660889, 0.9440333247184753, -0.13398508727550507]","[0.5313003659248352, 0.08633270114660263, -0.1801297962665558]","[0.45683160424232483, 0.05792491137981415, -0.36512213945388794]","[0.35092639923095703, 0.05048287659883499, -0.46090444922447205]","[0.452823668718338, 0.43139082193374634, 0.08710542321205139]","[0.45208796858787537, 0.6728621125221252, 0.1592206209897995]","[0.44785308837890625, 0.8930390477180481, 0.25591009855270386]","[0.451048880815506, 0.12436940521001816, 0.0957917869091034]","[0.37174829840660095, 0.11327188462018967, 0.04499032348394394]","[0.3057158291339874, 0.08934386819601059, -0.1546781063079834]"
16:32:49.827252,"[0.5105172991752625, 0.42600834369659424, -0.08745606243610382]","[0.51860511302948, 0.6892256736755371, -0.13050441443920135]","[0.5373702645301819, 0.943601667881012, -0.11099717020988464]","[0.5312783122062683, 0.08673607558012009, -0.1993955671787262]","[0.4593591094017029, 0.05794231966137886, -0.3979544937610626]","[0.3542802035808563, 0.049788083881139755, -0.4980761706829071]","[0.4531259536743164, 0.43172410130500793, 0.08721993118524551]","[0.4525695741176605, 0.6729356646537781, 0.16010484099388123]","[0.44769859313964844, 0.893071711063385, 0.26129913330078125]","[0.4500502943992615, 0.11811964958906174, 0.09422782808542252]","[0.37674540281295776, 0.11318022012710571, 0.05160947144031525]","[0.3067377805709839, 0.09001389145851135, -0.14094752073287964]"
16:32:49.886875,"[0.5097181797027588, 0.42736464738845825, -0.08224382251501083]","[0.5197007060050964, 0.6927297115325928, -0.1282535046339035]","[0.5370581746101379, 0.9430481791496277, -0.10845320671796799]","[0.5307055711746216, 0.08627168089151382, -0.1863170713186264]","[0.4711168110370636, 0.05806189402937889, -0.386042982339859]","[0.37080660462379456, 0.05081462115049362, -0.494549423456192]","[0.4528716206550598, 0.4344932734966278, 0.08199013024568558]","[0.45074090361595154, 0.6736054420471191, 0.16338542103767395]","[0.4474303126335144, 0.8913220763206482, 0.27084025740623474]","[0.449214369058609, 0.11871311068534851, 0.08610951900482178]","[0.37553220987319946, 0.09522389620542526, 0.06085709482431412]","[0.29840904474258423, 0.08571059256792068, -0.08768031746149063]"
16:32:49.946024,"[0.5098418593406677, 0.427825927734375, -0.07980132848024368]","[0.5187270641326904, 0.6902440786361694, -0.1264398992061615]","[0.5368198752403259, 0.9429565668106079, -0.1066819354891777]","[0.5320775508880615, 0.0863119512796402, -0.16948729753494263]","[0.48277464509010315, 0.05812598392367363, -0.35778582096099854]","[0.3754677176475525, 0.032952189445495605, -0.46203577518463135]","[0.4527568519115448, 0.4347708225250244, 0.0795050635933876]","[0.4511117935180664, 0.6736264228820801, 0.13369132578372955]","[0.44773393869400024, 0.8924036622047424, 0.2140273153781891]","[0.4487943649291992, 0.11896035820245743, 0.0836639404296875]","[0.3748508095741272, 0.09067100286483765, 0.04333077371120453]","[0.29666954278945923, 0.080478735268116, -0.14792963862419128]"
16:32:50.005370,"[0.5094385743141174, 0.4286314845085144, -0.07758642733097076]","[0.5181657671928406, 0.6903756260871887, -0.12402298301458359]","[0.5376099944114685, 0.9425078630447388, -0.09899983555078506]","[0.5316087007522583, 0.08728267252445221, -0.16046470403671265]","[0.4875069260597229, 0.055270228534936905, -0.34318310022354126]","[0.37894031405448914, 0.0295740757137537, -0.4296770691871643]","[0.4523930251598358, 0.43661853671073914, 0.07726851850748062]","[0.4510774612426758, 0.6774027943611145, 0.12508997321128845]","[0.4476671516895294, 0.8935578465461731, 0.20859715342521667]","[0.44821929931640625, 0.12108312547206879, 0.08076484501361847]","[0.37589845061302185, 0.09190209954977036, 0.030927974730730057]","[0.3025664687156677, 0.07984886318445206, -0.1671280413866043]"
