frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
16:32:58.699270,"[0.43449804186820984, 0.44991710782051086, 0.12225773930549622]","[0.4230090081691742, 0.660260021686554, 0.22164645791053772]","[0.4220268428325653, 0.8468456864356995, 0.37132349610328674]","[0.42757588624954224, 0.11109799146652222, 0.17884956300258636]","[0.41015705466270447, 0.29114899039268494, 0.22500428557395935]","[0.43914011120796204, 0.40396225452423096, 0.13262341916561127]","[0.4061969220638275, 0.45852693915367126, -0.12225804477930069]","[0.39159631729125977, 0.6998580694198608, -0.12606839835643768]","[0.38386863470077515, 0.9307104349136353, -0.07640130072832108]","[0.3902452886104584, 0.08708733320236206, -0.2176939994096756]","[0.39801666140556335, 0.2554609179496765, -0.2714604139328003]","[0.47380906343460083, 0.26327458024024963, -0.23543402552604675]"
16:32:58.766217,"[0.4342959523200989, 0.4663873314857483, 0.1303935945034027]","[0.4218883812427521, 0.6671216487884521, 0.2716982662677765]","[0.42087799310684204, 0.845206618309021, 0.42811545729637146]","[0.42701154947280884, 0.1267307847738266, 0.20410799980163574]","[0.4101702868938446, 0.28941938281059265, 0.22817666828632355]","[0.43953511118888855, 0.35709813237190247, 0.11643438786268234]","[0.40624186396598816, 0.4750470817089081, -0.13036803901195526]","[0.3911580741405487, 0.7113276720046997, -0.11095771193504333]","[0.3843296468257904, 0.9398612976074219, -0.07292585074901581]","[0.3902990520000458, 0.10934159904718399, -0.2126314789056778]","[0.39241138100624084, 0.25998803973197937, -0.24889890849590302]","[0.4722934067249298, 0.2632395029067993, -0.14827944338321686]"
16:32:58.825602,"[0.4341336786746979, 0.46550890803337097, 0.13136370480060577]","[0.4206152558326721, 0.6683599352836609, 0.2665391266345978]","[0.41779211163520813, 0.8452228307723999, 0.42252784967422485]","[0.42613354325294495, 0.12511873245239258, 0.20301365852355957]","[0.40868112444877625, 0.29443567991256714, 0.22230498492717743]","[0.4347380995750427, 0.3861943483352661, 0.11946667730808258]","[0.40626320242881775, 0.47534462809562683, -0.1313408464193344]","[0.3909395635128021, 0.7128373980522156, -0.09089427441358566]","[0.3845849335193634, 0.9447437524795532, -0.025005144998431206]","[0.39161816239356995, 0.10899098217487335, -0.21877355873584747]","[0.39878979325294495, 0.257750540971756, -0.2672001123428345]","[0.4740976393222809, 0.2631596028804779, -0.18034836649894714]"
16:32:58.884487,"[0.43375155329704285, 0.46415460109710693, 0.1332809329032898]","[0.42003390192985535, 0.6682823896408081, 0.26035743951797485]","[0.4179803729057312, 0.8447156548500061, 0.4085136353969574]","[0.42250534892082214, 0.12175168842077255, 0.20195721089839935]","[0.40298160910606384, 0.2943388819694519, 0.22418354451656342]","[0.43335840106010437, 0.38474664092063904, 0.12378930300474167]","[0.4061371982097626, 0.4737739861011505, -0.13325634598731995]","[0.39019206166267395, 0.7118792533874512, -0.0972655788064003]","[0.3841211497783661, 0.9436109662055969, -0.04126792401075363]","[0.393402099609375, 0.10736751556396484, -0.2145226001739502]","[0.40103477239608765, 0.25614437460899353, -0.2620268762111664]","[0.47305265069007874, 0.26316916942596436, -0.1851416379213333]"
16:32:58.943078,"[0.4336763620376587, 0.4626135230064392, 0.1317538172006607]","[0.4198416471481323, 0.6662564277648926, 0.2491651475429535]","[0.4180697798728943, 0.8446512222290039, 0.368264764547348]","[0.4226410984992981, 0.12154930830001831, 0.20066870748996735]","[0.4183686673641205, 0.28791722655296326, 0.1793164163827896]","[0.44410479068756104, 0.3379042148590088, 0.00849191565066576]","[0.40594223141670227, 0.4720856845378876, -0.13168050348758698]","[0.38984623551368713, 0.7112752795219421, -0.11677002906799316]","[0.3840407133102417, 0.9429137706756592, -0.10738933831453323]","[0.3932543098926544, 0.10448504239320755, -0.1989421546459198]","[0.40229856967926025, 0.2561577558517456, -0.22946403920650482]","[0.46976521611213684, 0.2631635367870331, -0.1340060532093048]"
16:32:59.000423,"[0.4335685670375824, 0.46204468607902527, 0.13155454397201538]","[0.4192390441894531, 0.6675111055374146, 0.24697326123714447]","[0.41642412543296814, 0.8490641713142395, 0.3705761134624481]","[0.4224832355976105, 0.12075585126876831, 0.20243749022483826]","[0.4193374812602997, 0.280261367559433, 0.18443724513053894]","[0.4460832178592682, 0.32649967074394226, 0.02736935205757618]","[0.406242311000824, 0.47133520245552063, -0.13148538768291473]","[0.39014869928359985, 0.7117817401885986, -0.11583967506885529]","[0.38466066122055054, 0.9447994828224182, -0.0935341864824295]","[0.3942258954048157, 0.10279998183250427, -0.20227767527103424]","[0.40432578325271606, 0.2541763186454773, -0.2407640516757965]","[0.46987587213516235, 0.2617896795272827, -0.15439270436763763]"
16:32:59.058395,"[0.43324604630470276, 0.46198612451553345, 0.13211002945899963]","[0.41925033926963806, 0.6673011779785156, 0.23688212037086487]","[0.4164186716079712, 0.8494306802749634, 0.35554274916648865]","[0.4202292561531067, 0.11818806827068329, 0.20481738448143005]","[0.41820037364959717, 0.27622032165527344, 0.204555481672287]","[0.44643110036849976, 0.3335997760295868, 0.0645410493016243]","[0.40627163648605347, 0.471015602350235, -0.13203734159469604]","[0.3903961777687073, 0.711402416229248, -0.11027569323778152]","[0.38507789373397827, 0.9445083737373352, -0.07682602852582932]","[0.39425942301750183, 0.1024971678853035, -0.2041778862476349]","[0.4054214358329773, 0.25407108664512634, -0.24331426620483398]","[0.47001728415489197, 0.2611320912837982, -0.1592082530260086]"
16:32:59.116582,"[0.43327978253364563, 0.4568505585193634, 0.1318177878856659]","[0.41926518082618713, 0.6658782362937927, 0.22415965795516968]","[0.41652947664260864, 0.8494011163711548, 0.33536943793296814]","[0.42099955677986145, 0.11625286191701889, 0.2024868130683899]","[0.4182363450527191, 0.27588433027267456, 0.18459081649780273]","[0.44597128033638, 0.3403915464878082, 0.03378418833017349]","[0.40637561678886414, 0.4656091332435608, -0.1317550241947174]","[0.3912149667739868, 0.707480788230896, -0.11314978450536728]","[0.3851376175880432, 0.9349279403686523, -0.08736791461706161]","[0.39418652653694153, 0.10150780528783798, -0.19896633923053741]","[0.4002895951271057, 0.2552111744880676, -0.22718150913715363]","[0.4700828790664673, 0.2606176733970642, -0.12469509243965149]"
16:32:59.175936,"[0.4325273334980011, 0.4550572633743286, 0.13172611594200134]","[0.4202733337879181, 0.6632533669471741, 0.20084571838378906]","[0.41663554310798645, 0.8493270874023438, 0.29681411385536194]","[0.41934558749198914, 0.11550163477659225, 0.22106817364692688]","[0.4177146852016449, 0.2766002416610718, 0.23837248980998993]","[0.44570037722587585, 0.3445131778717041, 0.13664737343788147]","[0.40640196204185486, 0.4636124074459076, -0.13165603578090668]","[0.3948705792427063, 0.7047062516212463, -0.13920249044895172]","[0.3851608335971832, 0.9330518245697021, -0.14308491349220276]","[0.39414459466934204, 0.10079525411128998, -0.18442898988723755]","[0.3956966698169708, 0.2534925937652588, -0.2292284518480301]","[0.4688882529735565, 0.2585695683956146, -0.14908434450626373]"
16:32:59.234219,"[0.43262264132499695, 0.45459818840026855, 0.13321572542190552]","[0.4238761365413666, 0.6613959074020386, 0.20570828020572662]","[0.4160686731338501, 0.8492762446403503, 0.3151780664920807]","[0.419595867395401, 0.11090096086263657, 0.21947337687015533]","[0.41758573055267334, 0.2771240472793579, 0.24359990656375885]","[0.43929803371429443, 0.3588601350784302, 0.144758939743042]","[0.4064789414405823, 0.46068188548088074, -0.13313689827919006]","[0.39858177304267883, 0.7024781107902527, -0.1367734968662262]","[0.3854001462459564, 0.9333378076553345, -0.11921961605548859]","[0.3948345184326172, 0.09457219392061234, -0.19103503227233887]","[0.4076836407184601, 0.24856403470039368, -0.24368761479854584]","[0.47313013672828674, 0.25765880942344666, -0.1655736118555069]"
