frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
16:33:17.198571,"[0.4843917191028595, 0.39150020480155945, -0.07513103634119034]","[0.4533527195453644, 0.6052507758140564, -0.03646193817257881]","[0.44447237253189087, 0.8176355361938477, -0.03475712612271309]","[0.48099419474601746, 0.09422621130943298, -0.11867816001176834]","[0.45194071531295776, 0.24535858631134033, -0.044245291501283646]","[0.4547886252403259, 0.2200997918844223, 0.15825232863426208]","[0.5259707570075989, 0.3899098038673401, 0.07507593184709549]","[0.5424213409423828, 0.5949828028678894, 0.11276113241910934]","[0.5514541864395142, 0.794012188911438, 0.12157835811376572]","[0.5342580676078796, 0.10748261213302612, 0.1536208838224411]","[0.527945876121521, 0.23498639464378357, 0.26877620816230774]","[0.49627330899238586, 0.22276419401168823, 0.3935394585132599]"
16:33:17.265817,"[0.48125237226486206, 0.39638033509254456, -0.07651306688785553]","[0.4529254734516144, 0.6090921759605408, -0.06016205996274948]","[0.4441121518611908, 0.8226133584976196, -0.06584382802248001]","[0.47884097695350647, 0.09417960792779922, -0.11913636326789856]","[0.4432578682899475, 0.24075521528720856, -0.04828893393278122]","[0.44769972562789917, 0.22070054709911346, 0.13146008551120758]","[0.525962233543396, 0.3991195261478424, 0.0764080137014389]","[0.5390138626098633, 0.5947328209877014, 0.13788439333438873]","[0.5513752102851868, 0.7935780882835388, 0.16605037450790405]","[0.5349127650260925, 0.10750039666891098, 0.13500475883483887]","[0.5280898809432983, 0.23826853930950165, 0.2439800202846527]","[0.4946376085281372, 0.2566278576850891, 0.3621833920478821]"
16:33:17.325929,"[0.4760381281375885, 0.3985792100429535, -0.07727013528347015]","[0.4522802531719208, 0.6127902865409851, -0.07338348031044006]","[0.44345900416374207, 0.8248308300971985, -0.08378855884075165]","[0.4753526747226715, 0.09238045662641525, -0.1118248924612999]","[0.43789318203926086, 0.23349930346012115, -0.04120253399014473]","[0.44278302788734436, 0.2205810248851776, 0.1376383751630783]","[0.5243144035339355, 0.40137675404548645, 0.07711444795131683]","[0.5353102087974548, 0.5987805128097534, 0.13511353731155396]","[0.5512276887893677, 0.793569028377533, 0.15828463435173035]","[0.5353462100028992, 0.10805565863847733, 0.13726551830768585]","[0.5263288617134094, 0.23861391842365265, 0.24835103750228882]","[0.48573723435401917, 0.25387847423553467, 0.365745484828949]"
16:33:17.386218,"[0.47085893154144287, 0.39861536026000977, -0.07725837826728821]","[0.45062848925590515, 0.6144126057624817, -0.08373861759901047]","[0.4424416124820709, 0.8266729116439819, -0.09754882007837296]","[0.47090619802474976, 0.09194714576005936, -0.0840398296713829]","[0.4345925450325012, 0.23113489151000977, -0.0016826237551867962]","[0.43449628353118896, 0.2208694964647293, 0.18336595594882965]","[0.5208779573440552, 0.4018057882785797, 0.07709920406341553]","[0.5303314328193665, 0.5977875590324402, 0.14271162450313568]","[0.5512396097183228, 0.7935642600059509, 0.17642469704151154]","[0.5353326201438904, 0.10812553018331528, 0.14418214559555054]","[0.5262916088104248, 0.2404864877462387, 0.25123831629753113]","[0.48714497685432434, 0.28459686040878296, 0.3729344606399536]"
16:33:17.445525,"[0.46790608763694763, 0.3990800380706787, -0.0778307393193245]","[0.4485444128513336, 0.6175880432128906, -0.07287252694368362]","[0.44188371300697327, 0.8281282186508179, -0.07944352179765701]","[0.4692375063896179, 0.09216437488794327, -0.0848684012889862]","[0.4347255527973175, 0.23204156756401062, -0.009262022562325]","[0.4354107677936554, 0.21723870933055878, 0.15569661557674408]","[0.5177487730979919, 0.40175825357437134, 0.07766260951757431]","[0.5280430912971497, 0.5980667471885681, 0.14431415498256683]","[0.5498045086860657, 0.7938187718391418, 0.17820638418197632]","[0.5331590175628662, 0.10815844684839249, 0.13513676822185516]","[0.5252556800842285, 0.24600477516651154, 0.23001565039157867]","[0.4867878258228302, 0.29674699902534485, 0.3317817449569702]"
16:33:17.506868,"[0.46749362349510193, 0.40082240104675293, -0.07780652493238449]","[0.44746682047843933, 0.6179881691932678, -0.06168297305703163]","[0.4416621923446655, 0.8293424844741821, -0.0627286285161972]","[0.46833980083465576, 0.09249195456504822, -0.11260878294706345]","[0.4339888393878937, 0.23274599015712738, -0.038048338145017624]","[0.4338734745979309, 0.21383294463157654, 0.14565730094909668]","[0.5169041752815247, 0.4045620262622833, 0.07764588296413422]","[0.5282071232795715, 0.5995034575462341, 0.152544766664505]","[0.549814760684967, 0.7938408255577087, 0.1908651441335678]","[0.5315486788749695, 0.10888718068599701, 0.12701956927776337]","[0.5239742398262024, 0.24544310569763184, 0.2354247123003006]","[0.48481515049934387, 0.28285136818885803, 0.3517173230648041]"
16:33:17.565814,"[0.4668583273887634, 0.4006059467792511, -0.07705468684434891]","[0.4474164843559265, 0.6175290942192078, -0.06056997925043106]","[0.4413315951824188, 0.8292050957679749, -0.06285585463047028]","[0.46747025847435, 0.09168972074985504, -0.11238498985767365]","[0.4347643256187439, 0.23164452612400055, -0.04242205619812012]","[0.4350361227989197, 0.21555393934249878, 0.1317511945962906]","[0.515568733215332, 0.40411120653152466, 0.07689058780670166]","[0.5283876657485962, 0.599515438079834, 0.14733010530471802]","[0.5497406125068665, 0.7938429713249207, 0.1823505461215973]","[0.5308620929718018, 0.10946369916200638, 0.12858286499977112]","[0.5239155292510986, 0.24522176384925842, 0.2306523621082306]","[0.4856313467025757, 0.2752399146556854, 0.3457716703414917]"
16:33:17.624455,"[0.46641436219215393, 0.4004424810409546, -0.07298985123634338]","[0.4474901258945465, 0.6163780689239502, -0.052891816943883896]","[0.4410749077796936, 0.828426718711853, -0.04781205952167511]","[0.4656500518321991, 0.09041538834571838, -0.10075116157531738]","[0.43363040685653687, 0.23161038756370544, -0.025725027546286583]","[0.4363012909889221, 0.21511277556419373, 0.1440594345331192]","[0.514938235282898, 0.4042808711528778, 0.07282210886478424]","[0.5283544659614563, 0.5989458560943604, 0.14553774893283844]","[0.5497550368309021, 0.7947710156440735, 0.17635367810726166]","[0.5308935642242432, 0.10948207229375839, 0.12340711057186127]","[0.524697482585907, 0.24537616968154907, 0.21454784274101257]","[0.48713022470474243, 0.280586838722229, 0.3229466676712036]"
16:33:17.686001,"[0.4662574529647827, 0.3978351354598999, -0.07401014119386673]","[0.4472403824329376, 0.6161609292030334, -0.06043374910950661]","[0.4411395490169525, 0.8282901048660278, -0.04904227703809738]","[0.4638575315475464, 0.08968112617731094, -0.08050894737243652]","[0.43255165219306946, 0.231255441904068, -0.004227480385452509]","[0.43698063492774963, 0.22012513875961304, 0.16991868615150452]","[0.5144445896148682, 0.4036233127117157, 0.07385778427124023]","[0.5274964570999146, 0.5959955453872681, 0.12578605115413666]","[0.5497596859931946, 0.7957844734191895, 0.1526450514793396]","[0.5309761166572571, 0.10901021212339401, 0.1411595642566681]","[0.5267452001571655, 0.24524129927158356, 0.2253412902355194]","[0.49410244822502136, 0.29267290234565735, 0.3347189128398895]"
16:33:17.745155,"[0.4659423828125, 0.3969867527484894, -0.0739266499876976]","[0.4468526244163513, 0.6160658597946167, -0.051002614200115204]","[0.44115880131721497, 0.8281750082969666, -0.023623155429959297]","[0.4592305123806, 0.08971904218196869, -0.07205203920602798]","[0.42784640192985535, 0.2310076504945755, 0.02439454011619091]","[0.43725985288619995, 0.22014033794403076, 0.21282009780406952]","[0.5147649645805359, 0.40320467948913574, 0.07376158982515335]","[0.5273216366767883, 0.593035876750946, 0.12634742259979248]","[0.549769937992096, 0.7957949638366699, 0.16868449747562408]","[0.5313611030578613, 0.10688170045614243, 0.1305973380804062]","[0.5314615368843079, 0.2435200959444046, 0.20574747025966644]","[0.5083937048912048, 0.316832035779953, 0.30936679244041443]"
